Taxon	Mnemonic	Scientific name
481707		Eremitalpa granti
1662291		Eremitalpa granti namibensis
35738		Eremodipus
35739		Eremodipus lichtensteini
655581		Eremoryzomys
530169		Eremoryzomys polius
34843		Erethizon
34844	EREDO	Erethizon dorsatum
30649		Erethizontidae
39182		Erignathus
39304	ERIBA	Erignathus barbatus
9363		Erinaceidae
30577		Erinaceinae
9364		Erinaceus
757341		Erinaceus amurensis
37316	ERICO	Erinaceus concolor
186445		Erinaceus concolor nesiotes
105687		Erinaceus ecaudatus
9365	ERIEU	Erinaceus europaeus
1052165		Erinaceus roumanicus
61237		Erinaceus sp.
743785		,Erinaceus sp. 'Ito,, Shizuoka',
743786		,Erinaceus sp. 'Odawara,, Kanagawa',
2716777		Eropeplus
2716778		Eropeplus canus
148091		Erophylla
290569	EROBO	Erophylla bombifrons
148092	EROSE	Erophylla sezekorni
9537		Erythrocebus
9538	ERYPA	Erythrocebus patas
9762		Eschrichtiidae
9763		Eschrichtius
9764	ESCRO	Eschrichtius robustus
314146		Euarchontoglires
27605		Eubalaena
160595	EUBAS	Eubalaena australis
27606	EUBGL	Eubalaena glacialis
302098	EUBJA	Eubalaena japonica
980893		Euchoreutes
980894		Euchoreutes naso
980883		Euchoreutinae
153290		Euderma
153291	EUDMA	Euderma maculatum
633650		Eudiscopus
633651		Eudiscopus denticulus
936348		Eudorcas
69304	EUDRU	Eudorcas rufifrons
69308	EUDTH	Eudorcas thomsonii
13513		Eulemur
1215604	EULAL	Eulemur albifrons
1417236		Eulemur albifrons x cinereiceps
1417231		Eulemur albifrons x rufifrons
639525		Eulemur cinereiceps
1417237		Eulemur cinereiceps x rufifrons
13514	EULCO	Eulemur coronatus
87288	EULFL	Eulemur flavifrons
13515		Eulemur fulvus
122224		Eulemur fulvus albocollaris
47178	EULFC	Eulemur fulvus collaris
40322	EULFU	Eulemur fulvus fulvus
27680		Eulemur fulvus mayottensis
30602	EULMA	Eulemur macaco
30603	EULMM	Eulemur macaco macaco
34828	EULMO	Eulemur mongoz
34829	EULRU	Eulemur rubriventer
859984	EULRF	Eulemur rufifrons
859983		Eulemur rufus
122225		Eulemur sanfordi
9362		Eulipotyphla
34885		Eumetopias
34886	EUMJU	Eumetopias jubatus
27618		Eumops
124747	EUMAU	Eumops auripendulus
649740		Eumops bonariensis
1246553		Eumops bonariensis nanus
1848987		Eumops chimaera
1115884		Eumops dabbenei
1115867		Eumops ferox
27619	EUMGL	Eumops glaucinus
507607		Eumops glaucinus floridanus
409027		Eumops hansae
1001578		Eumops maurus
1115866		Eumops patagonicus
27620	EUMPE	Eumops perotis
1504290		Eumops sp. LMM-2014a
507608		Eumops sp. MMM-2008
507606		Eumops underwoodi
1115868		Eumops wilsoni
241143		Euneomys
241144		Euneomys chinchilloides
864465		Euneomys mordax
1008161		Euneomys sp. A RO-2011
261735		Euoticus
261736	EUOEL	Euoticus elegantulus
226698		Eupetaurus
226699	EUPCI	Eupetaurus cinereus
143299		Euphractus
143300	EUPSX	Euphractus sexcinctus
1854742		Euphractus sexcinctus flavimanus
219106		Eupleres
219107		Eupleres goudotii
379589		Eupleridae
219108		Euplerinae
114410		Euroscaptor
1340169		Euroscaptor klossi
1955400		Euroscaptor kuznetsovi
481574		Euroscaptor longirostris
533184		Euroscaptor malayana
286131	EURMC	Euroscaptor micrura
114411	EURMI	Euroscaptor mizura
1955401		Euroscaptor orlovi
1340036		Euroscaptor parvidens
1748406		Euroscaptor sp. AB-2015
1581555		Euroscaptor subanura
511942		Euryoryzomys
123940		Euryoryzomys emmonsae
655592		Euryoryzomys lamia
2766943		Euryoryzomys legatus
48006	EURMO	Euryoryzomys macconnelli
48009		Euryoryzomys nitidus
123941	EURRU	Euryoryzomys russatus
1734929		Euryoryzomys sp. ALA-2015
2766944		Euryoryzomys sp. MTR046
2766945		Euryoryzomys sp. MTR048
43324		Euryzygomatomys
43325	EURSP	Euryzygomatomys spinosus
9347	9EUTH	Eutheria
226547		Exilisciurus
226548	EXICO	Exilisciurus concinnus
226549	EXIEI	Exilisciurus exilis
1684326		Exilisciurus whiteheadi
2747333		Exulomarmosa
266798		F-11 rat/mouse fusion cell line
1310229		Falsistrellus
2491053		Falsistrellus mackenziei
2491054		Falsistrellus tasmaniensis
9681		Felidae
379583		Feliformia
338152		Felinae
2782170		Felinae intergeneric hybrids
9682		Felis
458418	FELBI	Felis bieti
9685	FELCA	Felis catus
2782171		Felis catus x Prionailurus bengalensis
61376	FELCH	Felis chaus
2576912		Felis chaus x Felis catus
2665947		Felis environmental sample
61408	FELMN	Felis manul
61378	FELMA	Felis margarita
61379	FELNI	Felis nigripes
9683	FELSI	Felis silvestris
458416		Felis silvestris cafra
61377	FELSL	Felis silvestris lybica
458417		Felis silvestris ornata
463207		Felis silvestris silvestris
9687		Felis sp.
320633		Felis sp. NG192
1654793		Felovia
1654794		Felovia vae
103591		Feresa
103592	FERAT	Feresa attenuata
1174663		Feroculus
1174664		Feroculus feroculus
948953		Folivora
143319		Fossa
143320	FOSFO	Fossa fossana
423606		Fukomys
423608	FUKAM	Fukomys amatus
261002		Fukomys anselli
63614		Fukomys bocagei
137364		Fukomys cf. bocagei
885580	FUKDA	Fukomys damarensis
63616	FUKDR	Fukomys darlingi
261004		Fukomys foxi
1972582		Fukomys hanangensis
261003		Fukomys kafuensis
1972583		Fukomys livingstoni
423607		Fukomys mechowii
423610		Fukomys micklemi
261005		Fukomys ochraceocinereus
797421		Fukomys sp. CGF-2010a
260988		Fukomys sp. Kasama
423611		Fukomys sp. PAVD-2007
423609		Fukomys whytei
797420		Fukomys whytei occlusus
902815		Fukomys zechi
337737		Funambulini
64675		Funambulus
693658		Funambulus layardi
226678	FUNPL	Funambulus palmarum
64681	FUNPE	Funambulus pennantii
693659		Funambulus sublineatus
2505936		Funambulus tristriatus
226679		Funisciurus
1235483		Funisciurus anerythrus
234638	FUNCA	Funisciurus carruthersi
226680	FUNPY	Funisciurus pyrropus
2044298		Funisciurus sp. DRC1016
2044292		Funisciurus sp. DRC1096
2044293		Funisciurus sp. DRC1097
2044294		Funisciurus sp. DRC1098
2044295		Funisciurus sp. DRC1109
2044299		Funisciurus sp. DRC1110
2044291		Funisciurus sp. DRC844
2044296		Funisciurus sp. DRC993
2044297		Funisciurus sp. DRC995
2661595		Funisciurus sp. LIK194
2661598		Funisciurus sp. LIK280
2032610		Funisciurus sp. rope_squirrel_11
2032611		Funisciurus sp. rope_squirrel_12
2032612		Funisciurus sp. rope_squirrel_13
2032613		Funisciurus sp. rope_squirrel_14
2032614		Funisciurus sp. rope_squirrel_15
2032615		Funisciurus sp. rope_squirrel_16
2032616		Funisciurus sp. rope_squirrel_17
2032617		Funisciurus sp. rope_squirrel_18
2032618		Funisciurus sp. rope_squirrel_19
148080		Furipteridae
148081		Furipterus
148082	FURHO	Furipterus horrens
40297		Galagidae
9462		Galago
34830		Galago alleni
261731	GALGB	Galago gabonensis
111173		Galago gallarum
261732	GALGR	Galago granti
135486	GALMA	Galago matschiei
30609	GALMO	Galago moholi
9465	GALSE	Galago senegalensis
1738052		Galago senegalensis braccatus
1738048		Galago senegalensis senegalensis
9464		Galago sp.
89671		Galagoides
1487601		Galagoides cocos
89672	GALDE	Galagoides demidoff
1738051		Galagoides demidoff murinus
337210		Galagoides orinus
1738047		Galagoides rondoensis
867376		Galagoides thomasi
111174		Galagoides zanzibaricus
1738046		Galagoides zanzibaricus udzungwensis
1738053		Galagoides zanzibaricus zanzibaricus
10145		Galea
644967		Galea monasteriensis
10146	GALMU	Galea musteloides
686678		Galea musteloides leucoblephara
270236		Galea sp. CH-2002
686679		Galea sp. JLD-2009a
181537		Galea spixii
202256		Galemys
202257	GALPY	Galemys pyrenaicus
1258723		Galenomys
1258724		Galenomys garleppi
482536		Galeopterus
482537	GALVR	Galeopterus variegatus
586975		Galeopterus variegatus peninsulae
586973		Galeopterus variegatus variegatus
55051		Galerella
1230391		Galerella nigrata
1230393		Galerella nigrata x sanguinea
55052	GALPV	Galerella pulverulenta
210644	GALSA	Galerella sanguinea
9366		Galericinae
1008258		Galictinae
204264		Galictis
470561		Galictis cuja
204265	GALVI	Galictis vittata
61399		Galidia
61400	GALEE	Galidia elegans
616919		Galidia elegans dambrensis
616920		Galidia elegans elegans
616921		Galidia elegans occidentalis
215635		Galidictis
215636	GALFA	Galidictis fasciata
61398		Galidiinae
1920523		Gardnerycteris
148071	GARCR	Gardnerycteris crenulatum
2358194		Gardnerycteris keenani
2358195		Gardnerycteris koepckeae
9933		Gazella
1229624		Gazella arabica
69300	GAZBE	Gazella bennettii
1602926		Gazella bennettii shikarii
69301	GAZCU	Gazella cuvieri
2020087		Gazella cuvieri x Gazella leptoceros
37751	GAZDO	Gazella dorcas
1602928		Gazella dorcas massaesyla
1159789		Gazella dorcas pelzelnii
1562034		Gazella dorcas x leptoceros
1088686		Gazella erlangeri
69302	GAZGA	Gazella gazella
1440788		Gazella gazella darehshourii
1259814		Gazella gazella gazella
123933		Gazella gazella muscatensis
69303	GAZLE	Gazella leptoceros
69305	GAZSA	Gazella saudiya
123901		Gazella sp.
69307	GAZSP	Gazella spekei
59529	GAZSU	Gazella subgutturosa
123934		Gazella subgutturosa marica
1382560		Gazella subgutturosa sairenses
2419684		Gazella subgutturosa ssp. 1 AC-2018
948698		Gazella subgutturosa subgutturosa
1382559		Gazella subgutturosa yarkandensis
94189		Genetta
2136167		Genetta abyssinica
235200	GENAN	Genetta angolensis
235208	GENBO	Genetta bourloni
235203	GENCR	Genetta cristata
94197		Genetta felina
378042		Genetta felina x Genetta tigrina
94190	GENGE	Genetta genetta
205594	GENJO	Genetta johnstoni
205595	GENMA	Genetta maculata
235204	GENPA	Genetta pardina
235207	GENPO	Genetta poensis
205596	GENSE	Genetta servalina
2776653		Genetta sp. SC15-udzungwa
235209		Genetta sp. schoutedeni
205597	GENTH	Genetta thierryi
220101	GENTG	Genetta tigrina
235202	GENVI	Genetta victoriae
1543401		Geocapromys
1543402		Geocapromys brownii
2779808		Geocapromys columbianus
1543403		Geocapromys ingrahami
2220035		Geocapromys thoracatus
176116		Geogale
176117		Geogale aurita
1833876		Geogale sp. KME-2016a
176111		Geogalinae
10010		Geomyidae
13544		Geomys
108582	GEOAR	Geomys arenarius
72447	GEOAT	Geomys attwateri
32529	GEOBE	Geomys breviceps
32530		Geomys breviceps breviceps
32531		Geomys breviceps sagittalis
27682	GEOBU	Geomys bursarius
100207		Geomys bursarius bursarius
38841		Geomys bursarius halli
100208		Geomys bursarius illinoensis
257693		Geomys bursarius industrius
100209	GEOLU	Geomys bursarius lutescens
32528		Geomys bursarius major
100210		Geomys bursarius majusculus
100211		Geomys bursarius missouriensis
100212		Geomys bursarius ozarkensis
257694		Geomys jugossicularis
257696		Geomys jugossicularis jugossicularis
27683	GEOKN	Geomys knoxjonesi
27684		Geomys knoxjonesi x Geomys bursarius major
504288		Geomys lutescens x halli
504289		Geomys lutescens x majusuclus
35659	GEOPE	Geomys personatus
257697		Geomys personatus davisi
257698		Geomys personatus maritimus
38842		Geomys personatus megapotamus
108587		Geomys personatus personatus
257702	GEOPS	Geomys personatus streckeri
100306	GEOPI	Geomys pinetis
257700		Geomys pinetis mobilensis
257701		Geomys pinetis pinetis
72448	GEOTE	Geomys texensis
108589		Geomys texensis bakeri
108590		Geomys texensis llanensis
108591		Geomys texensis texensis
108586	GEOTO	Geomys tropicalis
10176		Georychus
10177	GEOCP	Georychus capensis
29110		Geoxus
1823747		Geoxus lafkenche
29111		Geoxus valdivianus
10045		Gerbillinae
1090804		Gerbillinae sp. 10ZRD#37
1239835		Gerbillinae sp. IN-2012
410297		Gerbilliscus
410298		Gerbilliscus afra
2135276		Gerbilliscus boehmi
410299		Gerbilliscus brantsii
2691599		Gerbilliscus cf. angolae MMM-2019
1890204		Gerbilliscus cf. bayeri
2691600		Gerbilliscus cf. grique MMM-2019
2448869		Gerbilliscus cf. kempi DPL-2017
41264	GERGM	Gerbilliscus gambianus
410300		Gerbilliscus guineae
410301		Gerbilliscus kempi
410302		Gerbilliscus leucogaster
410305	GERNG	Gerbilliscus nigricaudus
1041113		Gerbilliscus phillipsi
410303	GERRO	Gerbilliscus robustus
1890199		Gerbilliscus sp.
1116354		Gerbilliscus sp. ADM-2011
1825906		Gerbilliscus sp. ADSB-2016a
1890213		Gerbilliscus sp. Babile
2249740		Gerbilliscus sp. CK-2018
1041115		Gerbilliscus sp. VVN-2011
410306		Gerbilliscus validus
411108		Gerbilliscus vicinus
49439		Gerbillurus
186476	GERPA	Gerbillurus paeba
186477	GERSE	Gerbillurus setzeri
186478	GERTY	Gerbillurus tytonis
49440	GERVA	Gerbillurus vallinus
10186		Gerbillus
1564266		Gerbillus amoenus
745064		Gerbillus andersoni
1803804		Gerbillus andersoni andersoni
1545439		Gerbillus cheesmani
1564267		Gerbillus floweri
298880	GERGE	Gerbillus gerbillus
52284	GERHE	Gerbillus henleyi
1131342		Gerbillus hesperinus
1100084		Gerbillus hoogstrali
856705		Gerbillus latastei
2792017		Gerbillus mesopotamiae
1421425	GERNN	Gerbillus nancillus
298881	GERNA	Gerbillus nanus
39472	GERNI	Gerbillus nigeriae
1100085		Gerbillus occiduus
522528		Gerbillus perpallidus
1194295		Gerbillus poecilops
298882		Gerbillus pyramidum
1803806		Gerbillus pyramidum elbaensis
1803807		Gerbillus pyramidum gedeedus
1803808		Gerbillus pyramidum pyramidum
10187	GERSP	Gerbillus sp.
1390221		Gerbillus sp. 1 TCB-2013
1564268		Gerbillus sp. AN-2014
1100086		Gerbillus sp. LG-2011
1684763		Gerbillus sp. MH-2015
856706		Gerbillus tarabuli
9893		Giraffa
9894	GIRCA	Giraffa camelopardalis
439324		Giraffa camelopardalis antiquorum
1870831		Giraffa camelopardalis camelopardalis
927613		Giraffa camelopardalis hybrid subspecies
439326		Giraffa camelopardalis peralta
2740528		Giraffa camelopardalis rothschildi
2740720		Giraffa camelopardalis ssp. n. AP-2020
2682742		Giraffa environmental sample
439325		Giraffa giraffa
439323		Giraffa giraffa angolensis
2116735		Giraffa giraffa giraffa
409609		Giraffa reticulata
439328		Giraffa tippelskirchi
2740663		Giraffa tippelskirchi thornicrofti
2740664		Giraffa tippelskirchi tippelskirchi
9892		Giraffidae
45481		Glaucomys
2136295		Glaucomys oregonensis
45482	GLASA	Glaucomys sabrinus
84767		Glaucomys sabrinus californicus
84760		Glaucomys sabrinus coloratus
84765		Glaucomys sabrinus fuliginosus
84758	GLASF	Glaucomys sabrinus fuscus
165828		Glaucomys sabrinus griseifrons
84761		Glaucomys sabrinus lucifigus
84762		Glaucomys sabrinus macrotis
84766		Glaucomys sabrinus oregonensis
84763		Glaucomys sabrinus sabrinus
84764		Glaucomys sabrinus yukonensis
221702		Glaucomys sp. 4660
363600		Glaucomys sp. CAM-2005
64683	GLAVO	Glaucomys volans
84759		Glaucomys volans saturatus
84768		Glaucomys volans volans
909366		Glauconycteris
2093328		Glauconycteris alboguttata
909367		Glauconycteris argentata
2093329		Glauconycteris atra
177182	GLABE	Glauconycteris beatrix
2093340		Glauconycteris cf. humeralis R13-46
2093341		Glauconycteris cf. humeralis R13-98
2093330		Glauconycteris curryae
909368		Glauconycteris egeria
2093331		Glauconycteris humeralis
258909		Glauconycteris poensis
2448870		Glauconycteris sp. DMR-2017
2093332		Glauconycteris superba
909369		Glauconycteris variegata
314147		Glires
30650		Gliridae
51343		Glirinae
42714		Glironia
42715	GLIVE	Glironia venusta
55146		Glirulus
55147	GLIJA	Glirulus japonicus
41260		Glis
41261	GLIGL	Glis glis
526817		Glischropus
1699683		Glischropus aquilus
1699682		Glischropus bucephalus
526818		Glischropus tylopus
9729		Globicephala
38241	GLOMA	Globicephala macrorhynchus
9731	GLOME	Globicephala melas
77568		Globicephala sp.
656111		Globicephala sp. EECT-2009a
139690		Globicephala sp. IIC2000
27637		Glossophaga
177159	GLOCO	Glossophaga commissarisi
177160	GLOLE	Glossophaga leachii
177161	GLOLO	Glossophaga longirostris
177162	GLOMN	Glossophaga morenoi
27638	GLOSR	Glossophaga soricina
40236		Glossophaginae
2546653		Glossotherium
2591764	GLORB	Glossotherium robustum
409028		Glyphonycteris
148064	GLYDA	Glyphonycteris daviesi
409029	GLYSY	Glyphonycteris sylvestris
226550		Glyphotes
226551	GLYSI	Glyphotes simus
2546652		Glyptodon
2546663	GLYSX	Glyptodon sp. (strain SLP-2019)
121584		Golunda
121585		Golunda ellioti
2162857		Golunda ellioti ellioti
2162858		Golunda ellioti nuwara
9592		Gorilla
1159185		Gorilla beringei beringei
46359		Gorilla beringei graueri
9593		Gorilla gorilla
499232	GORBE	Gorilla gorilla beringei
406788		Gorilla gorilla diehli
9595	GORGO	Gorilla gorilla gorilla
183511		Gorilla gorilla uellensis
126288		Gracilinanus
320551	GRAAC	Gracilinanus aceramarcae
191870	GRAAG	Gracilinanus agilis
320550	GRAEM	Gracilinanus emiliae
1819352		Gracilinanus marica
126289	GRAMI	Gracilinanus microtarsus
1585906		Gracilinanus peruanus
121588		Grammomys
2082270		Grammomys cf. macmillani TA-2018
491753		Grammomys cometes
491754	GRADL	Grammomys dolichurus
408722		Grammomys gazellae
491755		Grammomys ibeanus
248794	GRAMA	Grammomys macmillani
498361		Grammomys poensis
2781600		Grammomys selousi
121589		Grammomys sp.
1518605		Grammomys sp. 13ZR68
122201		Grammomys sp. Berega
2448871		Grammomys sp. DPL-2017
2661596		Grammomys sp. LIK243
2661591		Grammomys sp. LIK94
333392		Grammomys sp. MNHN 1999-293
485424		Grammomys sp. PC-2007
491861		Grammomys surdaster
83652		Grampus
83653	GRAGR	Grampus griseus
118863		Graomys
327948		Graomys centralis
662589		Graomys chacoensis
118864	GRADO	Graomys domorum
118865	GRAGI	Graomys griseoflavus
51344		Graphiurinae
51345		Graphiurus
1223622	GRAKE	Graphiurus kelleni
221682	GRALO	Graphiurus lorraineus
221700	GRAMC	Graphiurus microtis
51346	GRAMU	Graphiurus murinus
221698	GRAOC	Graphiurus ocularis
221699	GRAPL	Graphiurus platyops
1090581		Graphiurus sp. 09ZRD#30
2749090		Guerlinguetus
2749091		Guerlinguetus brasiliensis
48419		Gulo
48420	GULGU	Gulo gulo
38617		Gymnobelideus
38618	GYMLE	Gymnobelideus leadbeateri
107275		Gymnuromys
107276	GYMRO	Gymnuromys roberti
56318		Habromys
397748		Habromys chinanteco
397751		Habromys delicatulus
397749	HABIX	Habromys ixtlani
322711	HABLE	Habromys lepturus
56319	HABLO	Habromys lophurus
397752		Habromys schmidlyi
397750	HABSM	Habromys simulatus
523824		Hadropithecus
523825		Hadropithecus stenognathus
2749099		Hadrosciurus
1473561		Hadrosciurus igniventris
1473562		Hadrosciurus pyrrhinus
511841		Hadrosciurus spadiceus
2683854		Haeromys
2683856		Haeromys minahassae
9710		Halichoerus
9711	HALGR	Halichoerus grypus
1908286		Halichoerus grypus atlantica
1908284		Halichoerus grypus grypus
1405176		Halmaheramys
1405177		Halmaheramys bokimekot
2060316		Halmaheramys wallacei
218784		Handleyomys
530171		Handleyomys alfaroi
1499496		Handleyomys chapmani
218786		Handleyomys fuscatus
1499506		Handleyomys guerrerensis
218785		Handleyomys intectus
1499497		Handleyomys melanotis
1734923		Handleyomys rhabdops
530172		Handleyomys rostratus
530173		Handleyomys saturatior
13556		Hapalemur
122222	HAPAU	Hapalemur aureus
13557	HAPGR	Hapalemur griseus
122220		Hapalemur griseus alaotrensis
122219		Hapalemur griseus griseus
185596		Hapalemur griseus JF2002
185456		Hapalemur griseus meridionalis
122221		Hapalemur griseus occidentalis
867377		Hapalemur occidentalis
1156414		Hapalomys
1156415		Hapalomys delacouri
1542949		Hapalomys longicaudatus
1880988		Hapalomys sp. AEB-2016a
301157		Haplonycteris
301158	HAPFI	Haplonycteris fischeri
376913		Haplorrhini
2055936		Haringtonhippus
1983743		Haringtonhippus francisci
124748		Harpiocephalus
124749	HARHA	Harpiocephalus harpia
294655	HARMO	Harpiocephalus mordax
685776		Harpiola
685777		Harpiola isodon
378749		Harpyionycteris
584770		Harpyionycteris celebensis
378750	HARWH	Harpyionycteris whiteheadi
209870		Heimyscus
209871	HEIFU	Heimyscus fumosus
9633		Helarctos
9634	HELMA	Helarctos malayanus
1008261		Helictidinae
10178		Heliophobius
10179	HELAR	Heliophobius argenteocinereus
1654929		Heliophobius argenteocinereus kapiti
1830327		Heliophobius emini
797422		Heliophobius sp. CGF-2010a
1077885		Heliophobius sp. CGF-2011a
226684		Heliosciurus
1235482		Heliosciurus gambianus
1096448		Heliosciurus rufobrachium
226685	HELRU	Heliosciurus ruwenzorii
234639	HELUN	Heliosciurus undulatus
210645		Helogale
210646	HELHI	Helogale hirtula
210647	HELPA	Helogale parvula
596255		Hemibelideus
596256		Hemibelideus lemuroides
319812		Hemicentetes
1432851		Hemicentetes nigriceps
319813		Hemicentetes semispinosus
30578		Hemiechinus
217708	HEMAU	Hemiechinus auritus
2066582		Hemiechinus auritus megalotis
219110		Hemigalinae
94191		Hemigalus
94192	HEMDE	Hemigalus derbyanus
35509		Hemionus
37178		Hemitragus
330464	HEMHY	Hemitragus hylocrius
37179	HEMJE	Hemitragus jemlahicus
497388		Hemitragus jemlahicus schaferi
189981		Hemitragus sp.
2779816		Heptaxodontidae
9699		Herpestes
643831		Herpestes brachyurus
1966381		Herpestes brachyurus hosei
39705	HERED	Herpestes edwardsi
643830		Herpestes fuscus
9700	HERIC	Herpestes ichneumon
140016	HERJA	Herpestes javanicus
210648	HERNA	Herpestes naso
1585997		Herpestes semitorquatus
643832		Herpestes smithii
328699		Herpestes urva
643833		Herpestes vitticollis
9697		Herpestidae
373387		Herpestinae sp. PAML-2006
526819		Hesperoptenus
867821		Hesperoptenus blanfordi
867822		Hesperoptenus tickelli
526820		Hesperoptenus tomesi
10180		Heterocephalus
10181	HETGA	Heterocephalus glaber
77597		Heterohyrax
77598	HETBR	Heterohyrax brucei
1973246		Heterohyrax brucei granti
1973247		Heterohyrax brucei ruddi
10015		Heteromyidae
101674		Heteromyinae
101675		Heteromys
348153	HETAO	Heteromys anomalus
435255		Heteromys australis
323367	HETDE	Heteromys desmarestianus
986851		Heteromys desmarestianus desmarestianus
101676	HETGU	Heteromys gaumeri
885258		Heteromys goldmani
435256		Heteromys nelsoni
379093		Heteromys nubicolens
2502156		Heteromys oasicus
885256		Heteromys oresterus
885259		Heteromys sp. DSR-2010
513396		Heteromys sp. VA-2008
56797		Hexaprotodon
56798	HEXLI	Hexaprotodon liberiensis
216181		Hippidion
703571		Hippidion devillei
1582057		Hippidion principale
216182		Hippidion saldiasi
1542469		Hippidion sp.
330944		Hippidion sp. CDM28/6c-780
330636		Hippidion sp. CLS142563
330638		Hippidion sp. CLS144887
330637		Hippidion sp. CLV
330639		Hippidion sp. MLP6-272
330640		Hippidion sp. TA14001
371034		Hippocamelus
371035		Hippocamelus antisensis
397614		Hippocamelus bisulcus
9831		Hippopotamidae
9832		Hippopotamus
9833	HIPAM	Hippopotamus amphibius
575201		Hippopotamus amphibius kiboko
2665951		Hippopotamus environmental sample
186994		Hipposideridae
58068		Hipposideros
249020	HIPAA	Hipposideros abae
1001821		Hipposideros aff. ruber
1197849		Hipposideros alongensis
1197850		Hipposideros alongensis alongensis
1197851		Hipposideros alongensis sungi
186990		Hipposideros armiger
279184	HIPAT	Hipposideros ater
343907		Hipposideros ater gilberti
635128		Hipposideros beatus
2735199		Hipposideros beatus complex sp. lineage 2
157961	HIPBI	Hipposideros bicolor
869068		Hipposideros bicolor '131 KHz'
869067		Hipposideros bicolor '142 KHz'
1116360		Hipposideros boeadii
302402	HIPCF	Hipposideros caffer
2735201		Hipposideros caffer complex sp. lineage 1
2735202		Hipposideros caffer complex sp. lineage 2
2735203		Hipposideros caffer complex sp. lineage 3
2735204		Hipposideros caffer complex sp. lineage 5
2735205		Hipposideros caffer complex sp. lineage 6
2735206		Hipposideros caffer complex sp. lineage 7
2735207		Hipposideros caffer complex sp. lineage 8
635127		Hipposideros caffer tephrus
334198		Hipposideros calcaratus
170233	HIPCV	Hipposideros cervinus
867823		Hipposideros cf. ater CMF-2010
2735190		Hipposideros cf. bicolor TD-2020
2735191		Hipposideros cf. cervinus TD-2020
867825		Hipposideros cf. cineraceus CMF-2010
867826		Hipposideros cf. larvatus CMF-2010
2528455		Hipposideros cf. obscurus MRMD2479
1007696		Hipposideros cf. pomona BOLD:AAS6441
1536428		Hipposideros cf. ruber
270698		Hipposideros cineraceus
1207988		Hipposideros coronatus
279183		Hipposideros coxi
1539854		Hipposideros demissus
59453	HIPDI	Hipposideros diadema
2291615		Hipposideros diadema masoni
270735		Hipposideros dinops
646525		Hipposideros doriae
1980583		Hipposideros durgadasi
279182		Hipposideros dyacorum
584995		Hipposideros fuliginosus
599854		Hipposideros fulvus
58069		Hipposideros galeritus
354743		Hipposideros grandis
1197857		Hipposideros griffini
867827		Hipposideros halophyllus
1548708		Hipposideros hypophyllus
584997		Hipposideros jonesi
334199		Hipposideros khaokhouayensis
354742		Hipposideros khasiana
2448887		Hipposideros kunzi
1536425		Hipposideros lamottei
867828		Hipposideros lankadiva
175524		Hipposideros larvatus
354741		Hipposideros larvatus sensu lato
1197856		Hipposideros larvatus s.l. SJP-2012
1207989		Hipposideros lekaguli
867829		Hipposideros lylei
1536426		Hipposideros marisae
1116357		Hipposideros obscurus
1116358		Hipposideros pelingensis
334201		Hipposideros pomona
1348765		Hipposideros pomona gentilis
188569		Hipposideros pratti
1207990		Hipposideros pygmaeus
279181		Hipposideros ridleyi
334200		Hipposideros rotalis
463808		Hipposideros ruber
2735208		Hipposideros ruber complex sp. lineage 1
2735209		Hipposideros ruber complex sp. lineage 2
2735210		Hipposideros ruber complex sp. lineage 4
1116359		Hipposideros scutinares
586238		Hipposideros sp. 1 KS-2008
1391745		Hipposideros sp. 1 LEP-2013
1116469		Hipposideros sp. A SWM-2011
1699535		Hipposideros sp. ARR-2015
1116468		Hipposideros sp. B SWM-2011
867830		Hipposideros sp. C CMF-2010
2448872		Hipposideros sp. caffer-ruber DMR-2017
415934		Hipposideros sp. GZNU200307
1002344		Hipposideros sp. IVK-2011
1207991		Hipposideros sp. JAE-2012
271462		Hipposideros sp. JMW-2004a
271463		Hipposideros sp. JMW-2004b
394056		Hipposideros speoris
186991	HIPTE	Hipposideros terasensis
185215		Hipposideros turpis
867831		Hipposideros turpis pendelburyi
1197766		Hipposideros turpis turpis
35506		Hippotigris
9959		Hippotraginae
37184		Hippotragus
37186	HIPEQ	Hippotragus equinus
2794218		Hippotragus equinus bakeri
37187		Hippotragus equinus cottoni
82123		Hippotragus equinus equinus
82124		Hippotragus equinus koba
37188		Hippotragus equinus langheldi
2794217		Hippotragus equinus scharicus
37185		Hippotragus leucophaeus
37189	HIPNI	Hippotragus niger
82126		Hippotragus niger kirkii
82127		Hippotragus niger niger
82128		Hippotragus niger roosevelti
82125		Hippotragus niger variani
258918		Histiotus
258919		Histiotus macrotus
909363		Histiotus magellanicus
1161940		Histiotus montanus
742904		Histiotus velatus
240218		Hodomys
240219	HODAL	Hodomys alleni
79919		Holochilus
79920	HOLBR	Holochilus brasiliensis
218787		Holochilus chacarius
89098		Holochilus sciureus
1769195		Holochilus sp. 2 GDE-2015
478560		Holochilus sp. TK53509
79921		Holochilus vulpinus
9604		Hominidae
207598		Homininae
314295		Hominoidea
9605		Homo
1425170		Homo heidelbergensis
9606	HUMAN	Homo sapiens
2665953		Homo sapiens environmental sample
63221	HOMNE	Homo sapiens neanderthalensis
741158		Homo sapiens subsp. 'Denisova'
1849111		Homo sapiens x Cricetulus griseus hybrid cell line
1131344		Homo sapiens x Mus musculus hybrid cell line
2045059		Homo sapiens x Rattus norvegicus fusion cell line
1383439		Homo sapiens/Mus musculus xenograft
